当選番号,回号,抽選日,ストレート 口数,ストレート 当選金額,ボックス 口数,ボックス 当選金額,セット・ストレート 口数,セット・ストレート 当選金額,セット・ボックス 口数,セット・ボックス 当選金額,ミニ 口数,ミニ 当選金額,販売実績額 口数,販売実績額 当選金額
6-2-3,6698,2025年4月7日(金),167,"70,400円",598,"11,700円",,,,,475,"7,000円",,
