回号,抽せん日,第1数字,第2数字,第3数字,第4数字,ストレート口数,ストレート賞金,ボックス口数,ボックス賞金,セットストレート口数,セットストレート賞金,セットボックス口数,セットボックス賞金,ミニ口数,ミニ賞金
6705,2025-04-16,67,5,20,25,22,"1,241,300円",50,"310,300円",0,0円,0,0円,0,0円
